country_code,date,tmax_c,tmean_c,threshold_p90_c,anomaly_c,is_hot_day,heatwave_id,heatwave_day,heatwave_length
BE,2024-03-17,14.23,10.03,16.2,-1.97,False,,,
BE,2024-03-18,14.51,10.87,16.07,-1.56,False,,,
BE,2024-03-19,16.24,11.22,16.07,0.17,True,,,
BE,2024-03-20,17.37,11.36,16.24,1.13,True,,,
BE,2024-03-21,12.55,9.75,16.27,-3.72,False,,,
BE,2024-03-22,12.12,10.0,16.55,-4.43,False,,,
BE,2024-03-23,9.2,6.37,16.91,-7.71,False,,,
BE,2024-03-24,9.19,6.31,17.16,-7.97,False,,,
BE,2024-03-25,11.88,6.95,17.38,-5.5,False,,,
BE,2024-03-26,14.89,10.09,17.48,-2.59,False,,,
BE,2024-03-27,11.58,8.98,17.9,-6.32,False,,,
BE,2024-03-28,11.51,8.83,17.79,-6.28,False,,,
BE,2024-03-29,14.51,10.77,18.01,-3.5,False,,,
BE,2024-03-30,10.57,8.56,18.34,-7.77,False,,,
BE,2024-03-31,15.17,10.1,19.06,-3.89,False,,,
BE,2024-04-01,13.36,9.66,19.28,-5.92,False,,,
BE,2024-04-02,11.88,9.64,19.52,-7.64,False,,,
BE,2024-04-03,14.37,11.06,19.88,-5.51,False,,,
BE,2024-04-04,15.05,12.64,19.94,-4.89,False,,,
BE,2024-04-05,17.97,14.72,20.39,-2.42,False,,,
BE,2024-04-06,23.39,18.08,20.44,2.95,True,,,
BE,2024-04-07,19.27,15.71,20.18,-0.91,False,,,
BE,2024-04-08,20.18,15.05,20.15,0.03,True,,,
BE,2024-04-09,13.82,10.83,20.18,-6.36,False,,,
BE,2024-04-10,14.34,10.3,20.18,-5.84,False,,,
BE,2024-04-11,15.41,13.39,20.21,-4.8,False,,,
BE,2024-04-12,20.14,15.74,20.39,-0.25,False,,,
BE,2024-04-13,22.26,16.87,20.51,1.75,True,,,
BE,2024-04-14,15.48,12.1,20.79,-5.31,False,,,
BE,2024-04-15,10.93,8.07,21.06,-10.13,False,,,
BE,2024-04-16,10.6,7.48,21.06,-10.46,False,,,
BE,2024-04-17,8.99,5.76,21.46,-12.47,False,,,
BE,2024-04-18,10.93,7.06,21.49,-10.56,False,,,
BE,2024-04-19,11.2,8.21,21.47,-10.27,False,,,
BE,2024-04-20,9.31,6.67,20.94,-11.63,False,,,
BE,2024-04-21,9.7,6.27,20.94,-11.24,False,,,
BE,2024-04-22,9.88,5.61,21.32,-11.44,False,,,
BE,2024-04-23,10.18,5.67,21.32,-11.14,False,,,
BE,2024-04-24,8.87,5.91,21.47,-12.6,False,,,
BE,2024-04-25,9.63,6.51,21.52,-11.89,False,,,
BE,2024-04-26,10.92,8.21,21.47,-10.55,False,,,
BE,2024-04-27,16.04,11.86,21.32,-5.28,False,,,
BE,2024-04-28,14.87,12.47,20.97,-6.1,False,,,
BE,2024-04-29,17.98,12.74,20.97,-2.99,False,,,
BE,2024-04-30,20.59,15.91,20.85,-0.26,False,,,
BE,2024-05-01,22.74,17.71,20.97,1.77,True,,,
BE,2024-05-02,20.94,15.46,21.85,-0.91,False,,,
BE,2024-05-03,14.89,11.5,21.95,-7.06,False,,,
BE,2024-05-04,15.32,10.68,22.87,-7.55,False,,,
BE,2024-05-05,17.21,12.05,23.06,-5.85,False,,,
BE,2024-05-06,17.5,13.36,23.4,-5.9,False,,,
BE,2024-05-07,18.53,13.69,23.4,-4.87,False,,,
BE,2024-05-08,14.16,11.74,23.4,-9.24,False,,,
BE,2024-05-09,18.09,12.79,23.4,-5.31,False,,,
BE,2024-05-10,20.54,15.2,23.86,-3.32,False,,,
BE,2024-05-11,22.86,17.19,23.92,-1.06,False,,,
BE,2024-05-12,24.95,18.54,23.96,0.99,True,,,
BE,2024-05-13,21.66,18.24,24.0,-2.34,False,,,
BE,2024-05-14,23.28,18.45,24.0,-0.72,False,,,
BE,2024-05-15,17.46,15.18,24.02,-6.56,False,,,
BE,2024-05-16,17.69,14.64,23.96,-6.27,False,,,
BE,2024-05-17,18.02,14.09,23.61,-5.59,False,,,
BE,2024-05-18,20.55,15.04,23.61,-3.06,False,,,
BE,2024-05-19,20.52,15.16,23.61,-3.09,False,,,
BE,2024-05-20,18.96,14.88,23.61,-4.65,False,,,
BE,2024-05-21,18.33,15.03,23.72,-5.39,False,,,
BE,2024-05-22,18.56,14.97,23.97,-5.41,False,,,
BE,2024-05-23,18.94,15.0,24.02,-5.08,False,,,
BE,2024-05-24,17.28,13.74,24.08,-6.8,False,,,
BE,2024-05-25,18.17,14.21,24.45,-6.28,False,,,
BE,2024-05-26,20.21,15.74,24.59,-4.38,False,,,
BE,2024-05-27,17.44,13.7,24.59,-7.15,False,,,
BE,2024-05-28,17.54,13.64,25.39,-7.85,False,,,
BE,2024-05-29,18.36,15.41,25.39,-7.03,False,,,
BE,2024-05-30,16.91,13.69,25.57,-8.66,False,,,
BE,2024-05-31,17.28,14.31,25.75,-8.47,False,,,
BE,2024-06-01,16.44,14.42,25.75,-9.31,False,,,
BE,2024-06-02,17.09,13.79,25.87,-8.78,False,,,
BE,2024-06-03,17.17,13.27,25.78,-8.61,False,,,
BE,2024-06-04,19.89,16.27,25.87,-5.98,False,,,
BE,2024-06-05,16.47,13.73,26.11,-9.64,False,,,
BE,2024-06-06,16.57,12.78,26.18,-9.61,False,,,
BE,2024-06-07,18.65,13.66,26.38,-7.73,False,,,
BE,2024-06-08,17.51,13.57,26.56,-9.05,False,,,
BE,2024-06-09,17.19,13.19,26.58,-9.39,False,,,
BE,2024-06-10,12.62,11.46,26.61,-13.99,False,,,
BE,2024-06-11,14.81,11.11,27.26,-12.45,False,,,
BE,2024-06-12,14.44,11.41,27.52,-13.08,False,,,
BE,2024-06-13,18.28,13.89,28.14,-9.86,False,,,
BE,2024-06-14,18.26,15.12,28.37,-10.11,False,,,
BE,2024-06-15,17.15,13.89,28.39,-11.24,False,,,
BE,2024-06-16,17.96,14.23,28.39,-10.43,False,,,
BE,2024-06-17,19.97,16.19,28.4,-8.43,False,,,
BE,2024-06-18,17.83,15.78,28.63,-10.8,False,,,
BE,2024-06-19,20.02,16.1,28.63,-8.61,False,,,
BE,2024-06-20,20.58,16.3,28.39,-7.81,False,,,
BE,2024-06-21,19.25,16.3,28.37,-9.12,False,,,
BE,2024-06-22,19.1,15.87,28.37,-9.27,False,,,
BE,2024-06-23,22.81,17.2,28.48,-5.67,False,,,
BE,2024-06-24,24.7,19.29,28.63,-3.93,False,,,
BE,2024-06-25,27.33,21.62,28.76,-1.43,False,,,
BE,2024-06-26,28.05,22.86,28.76,-0.71,False,,,
BE,2024-06-27,27.72,21.97,28.76,-1.04,False,,,
BE,2024-06-28,21.16,16.95,28.49,-7.33,False,,,
BE,2024-06-29,24.22,18.48,28.4,-4.18,False,,,
BE,2024-06-30,21.2,17.42,28.3,-7.1,False,,,
BE,2024-07-01,19.08,15.49,28.4,-9.32,False,,,
BE,2024-07-02,17.4,15.15,28.06,-10.66,False,,,
BE,2024-07-03,16.79,14.05,27.72,-10.93,False,,,
BE,2024-07-04,18.81,16.03,27.68,-8.87,False,,,
BE,2024-07-05,19.84,15.91,27.68,-7.84,False,,,
BE,2024-07-06,18.96,16.58,27.74,-8.78,False,,,
BE,2024-07-07,18.67,14.96,27.14,-8.47,False,,,
BE,2024-07-08,19.59,16.31,26.95,-7.36,False,,,
BE,2024-07-09,27.93,20.43,26.75,1.18,True,,,
BE,2024-07-10,22.87,19.37,26.75,-3.88,False,,,
BE,2024-07-11,21.42,17.31,26.94,-5.52,False,,,
BE,2024-07-12,16.1,14.31,27.26,-11.16,False,,,
BE,2024-07-13,17.61,14.18,27.75,-10.14,False,,,
BE,2024-07-14,20.93,16.51,27.75,-6.82,False,,,
BE,2024-07-15,24.77,18.99,27.7,-2.93,False,,,
BE,2024-07-16,19.62,17.19,27.93,-8.31,False,,,
BE,2024-07-17,22.47,18.25,28.31,-5.84,False,,,
BE,2024-07-18,26.43,20.73,28.55,-2.12,False,,,
BE,2024-07-19,28.55,23.19,28.68,-0.13,False,,,
BE,2024-07-20,28.3,23.4,29.09,-0.79,False,,,
BE,2024-07-21,23.6,20.75,29.09,-5.49,False,,,
BE,2024-07-22,22.48,19.59,29.09,-6.61,False,,,
BE,2024-07-23,22.02,18.52,29.44,-7.42,False,,,
BE,2024-07-24,21.96,17.92,29.44,-7.48,False,,,
BE,2024-07-25,24.88,20.16,29.44,-4.56,False,,,
BE,2024-07-26,22.62,19.53,28.99,-6.37,False,,,
BE,2024-07-27,21.37,18.24,28.39,-7.02,False,,,
BE,2024-07-28,22.68,18.41,28.39,-5.71,False,,,
BE,2024-07-29,26.47,20.51,28.39,-1.92,False,,,
BE,2024-07-30,29.53,23.59,28.96,0.57,True,,,
BE,2024-07-31,25.66,22.09,28.96,-3.3,False,,,
BE,2024-08-01,23.82,20.78,28.39,-4.57,False,,,
BE,2024-08-02,25.54,20.51,27.87,-2.33,False,,,
BE,2024-08-03,23.3,19.55,27.87,-4.57,False,,,
BE,2024-08-04,20.74,18.88,28.92,-8.18,False,,,
BE,2024-08-05,23.76,19.11,29.68,-5.92,False,,,
BE,2024-08-06,27.46,21.89,30.89,-3.43,False,,,
BE,2024-08-07,22.55,19.17,31.26,-8.71,False,,,
BE,2024-08-08,23.08,19.73,30.89,-7.81,False,,,
BE,2024-08-09,24.01,20.59,30.89,-6.88,False,,,
BE,2024-08-10,24.17,19.45,30.89,-6.72,False,,,
BE,2024-08-11,26.66,21.59,30.56,-3.9,False,,,
BE,2024-08-12,32.78,25.42,30.47,2.31,True,,,
BE,2024-08-13,27.96,23.62,30.47,-2.51,False,,,
BE,2024-08-14,23.67,19.85,29.99,-6.32,False,,,
BE,2024-08-15,24.69,20.33,28.76,-4.07,False,,,
BE,2024-08-16,21.2,19.64,28.52,-7.32,False,,,
BE,2024-08-17,23.9,20.5,28.87,-4.97,False,,,
BE,2024-08-18,22.77,18.53,29.62,-6.85,False,,,
BE,2024-08-19,22.38,17.6,28.78,-6.4,False,,,
BE,2024-08-20,24.37,18.49,28.52,-4.15,False,,,
BE,2024-08-21,19.71,16.11,28.23,-8.52,False,,,
BE,2024-08-22,23.07,18.65,27.94,-4.87,False,,,
BE,2024-08-23,22.24,19.81,27.94,-5.7,False,,,
BE,2024-08-24,27.19,20.3,27.94,-0.75,False,,,
BE,2024-08-25,19.6,15.97,28.23,-8.63,False,,,
BE,2024-08-26,21.53,16.75,28.23,-6.7,False,,,
BE,2024-08-27,24.01,18.0,27.94,-3.93,False,,,
BE,2024-08-28,28.2,21.2,27.75,0.45,True,,,
BE,2024-08-29,24.61,20.04,28.23,-3.62,False,,,
BE,2024-08-30,20.61,17.73,28.45,-7.84,False,,,
BE,2024-08-31,25.17,19.23,28.48,-3.31,False,,,
BE,2024-09-01,30.37,23.5,28.45,1.92,True,,,
BE,2024-09-02,26.82,22.2,27.68,-0.86,False,,,
BE,2024-09-03,21.64,19.39,27.02,-5.38,False,,,
BE,2024-09-04,21.22,17.8,26.85,-5.63,False,,,
BE,2024-09-05,23.68,19.1,26.82,-3.14,False,,,
BE,2024-09-06,19.66,17.73,26.82,-7.16,False,,,
BE,2024-09-07,25.95,19.13,26.85,-0.9,False,,,
BE,2024-09-08,20.05,17.48,26.86,-6.81,False,,,
BE,2024-09-09,20.18,16.6,26.82,-6.64,False,,,
BE,2024-09-10,17.15,14.62,26.51,-9.36,False,,,
BE,2024-09-11,14.97,11.92,26.51,-11.54,False,,,
BE,2024-09-12,14.03,10.07,26.73,-12.7,False,,,
BE,2024-09-13,16.18,10.9,26.33,-10.15,False,,,
BE,2024-09-14,15.69,11.34,25.88,-10.19,False,,,
BE,2024-09-15,18.37,12.94,24.95,-6.58,False,,,
BE,2024-09-16,18.71,14.67,24.58,-5.87,False,,,
BE,2024-09-17,20.11,15.78,24.2,-4.09,False,,,
BE,2024-09-18,21.69,17.28,24.11,-2.42,False,,,
BE,2024-09-19,23.2,18.08,23.81,-0.61,False,,,
BE,2024-09-20,22.55,17.5,23.68,-1.13,False,,,
BE,2024-09-21,23.77,17.68,23.56,0.21,True,,,
BE,2024-09-22,22.68,17.99,23.55,-0.87,False,,,
BE,2024-09-23,19.36,16.49,23.51,-4.15,False,,,
BE,2024-09-24,18.1,14.65,23.27,-5.17,False,,,
BE,2024-09-25,18.03,14.77,23.21,-5.18,False,,,
BE,2024-09-26,19.67,15.69,22.87,-3.2,False,,,
BE,2024-09-27,14.21,12.41,22.14,-7.93,False,,,
BE,2024-09-28,13.36,10.03,21.35,-7.99,False,,,
BE,2024-09-29,14.0,9.92,21.06,-7.06,False,,,
BE,2024-09-30,16.42,13.0,20.63,-4.21,False,,,
BE,2024-10-01,15.96,12.94,20.63,-4.67,False,,,
BE,2024-10-02,15.36,10.91,20.63,-5.27,False,,,
BE,2024-10-03,13.86,10.27,20.63,-6.77,False,,,
BE,2024-10-04,14.31,9.6,20.63,-6.32,False,,,
BE,2024-10-05,15.29,9.51,20.49,-5.2,False,,,
BE,2024-10-06,16.7,12.24,20.63,-3.93,False,,,
BE,2024-10-07,18.28,15.58,20.77,-2.49,False,,,
BE,2024-10-08,17.67,15.53,21.25,-3.58,False,,,
BE,2024-10-09,15.37,13.79,21.54,-6.17,False,,,
BE,2024-10-10,14.62,12.01,21.51,-6.89,False,,,
BE,2024-10-11,12.43,9.01,21.51,-9.08,False,,,
BE,2024-10-12,13.14,9.61,21.51,-8.37,False,,,
BE,2024-10-13,12.15,9.35,21.51,-9.36,False,,,
BE,2024-10-14,10.17,8.01,21.13,-10.96,False,,,
BE,2024-10-15,16.47,11.75,21.09,-4.62,False,,,
BE,2024-10-16,21.5,17.44,21.03,0.47,True,,,
BE,2024-10-17,19.59,17.07,20.66,-1.07,False,,,
BE,2024-10-18,17.72,14.74,20.43,-2.71,False,,,
BE,2024-10-19,16.14,14.36,20.22,-4.08,False,,,
BE,2024-10-20,17.97,15.9,20.22,-2.25,False,,,
BE,2024-10-21,16.99,13.71,19.83,-2.84,False,,,
BE,2024-10-22,15.4,11.58,19.49,-4.09,False,,,
BE,2024-10-23,16.14,11.2,19.46,-3.32,False,,,
BE,2024-10-24,16.32,11.14,18.78,-2.46,False,,,
BE,2024-10-25,19.48,14.7,18.72,0.76,True,,,
BE,2024-10-26,20.22,14.88,18.43,1.79,True,,,
BE,2024-10-27,16.25,13.1,17.98,-1.73,False,,,
BE,2024-10-28,15.4,12.58,17.74,-2.34,False,,,
BE,2024-10-29,14.45,12.56,17.61,-3.16,False,,,
BE,2024-10-30,14.9,12.4,17.62,-2.72,False,,,
BE,2024-10-31,15.17,10.99,17.62,-2.45,False,,,
BE,2024-11-01,12.93,10.17,17.57,-4.64,False,,,
BE,2024-11-02,12.86,10.94,17.53,-4.67,False,,,
BE,2024-11-03,13.04,8.36,17.23,-4.19,False,,,
BE,2024-11-04,10.92,6.96,16.48,-5.56,False,,,
BE,2024-11-05,11.25,7.18,16.47,-5.22,False,,,
BE,2024-11-06,10.89,8.97,16.19,-5.3,False,,,
BE,2024-11-07,9.27,7.06,16.02,-6.75,False,,,
BE,2024-11-08,7.27,5.21,15.79,-8.52,False,,,
BE,2024-11-09,9.92,7.76,15.46,-5.54,False,,,
BE,2024-11-10,11.62,8.89,15.32,-3.7,False,,,
BE,2024-11-11,12.48,9.74,15.3,-2.82,False,,,
BE,2024-11-12,10.65,8.54,15.19,-4.54,False,,,
BE,2024-11-13,10.41,7.66,15.09,-4.68,False,,,
BE,2024-11-14,11.32,9.34,14.89,-3.57,False,,,
BE,2024-11-15,10.54,8.47,14.43,-3.89,False,,,
BE,2024-11-16,8.9,7.79,14.19,-5.29,False,,,
BE,2024-11-17,8.97,7.65,14.14,-5.17,False,,,
BE,2024-11-18,8.76,7.1,14.14,-5.38,False,,,
BE,2024-11-19,11.15,7.34,13.97,-2.82,False,,,
BE,2024-11-20,5.78,3.66,13.82,-8.04,False,,,
BE,2024-11-21,2.62,0.76,13.08,-10.46,False,,,
BE,2024-11-22,5.34,2.22,12.95,-7.61,False,,,
BE,2024-11-23,10.2,4.63,12.36,-2.16,False,,,
BE,2024-11-24,17.41,14.66,12.29,5.12,True,,,
BE,2024-11-25,16.36,12.12,12.18,4.18,True,,,
BE,2024-11-26,9.8,7.53,12.02,-2.22,False,,,
BE,2024-11-27,12.17,8.68,11.73,0.44,True,,,
BE,2024-11-28,9.04,5.95,11.57,-2.53,False,,,
BE,2024-11-29,6.46,3.13,11.73,-5.27,False,,,
BE,2024-11-30,6.87,4.44,11.73,-4.86,False,,,
BE,2024-12-01,8.22,5.52,11.55,-3.33,False,,,
BE,2024-12-02,11.2,9.17,11.57,-0.37,False,,,
BE,2024-12-03,7.73,5.97,11.55,-3.82,False,,,
BE,2024-12-04,6.25,4.15,11.55,-5.3,False,,,
BE,2024-12-05,11.55,7.34,11.3,0.25,True,,,
BE,2024-12-06,10.23,7.65,11.26,-1.03,False,,,
BE,2024-12-07,10.08,7.94,11.22,-1.14,False,,,
BE,2024-12-08,7.29,6.43,11.16,-3.87,False,,,
BE,2024-12-09,6.25,5.56,11.2,-4.95,False,,,
BE,2024-12-10,5.8,5.14,11.17,-5.37,False,,,
BE,2024-12-11,4.55,4.0,11.55,-7.0,False,,,
BE,2024-12-12,3.72,2.97,11.86,-8.14,False,,,
BE,2024-12-13,2.65,0.93,12.2,-9.55,False,,,
BE,2024-12-14,5.13,3.1,12.35,-7.22,False,,,
BE,2024-12-15,10.56,6.76,12.49,-1.93,False,,,
BE,2024-12-16,11.06,10.09,12.75,-1.69,False,,,
BE,2024-12-17,9.26,7.8,12.49,-3.23,False,,,
BE,2024-12-18,12.86,10.56,12.49,0.37,True,,,
BE,2024-12-19,13.22,7.87,12.75,0.47,True,,,
BE,2024-12-20,6.83,4.75,12.76,-5.93,False,,,
BE,2024-12-21,10.3,7.8,12.76,-2.46,False,,,
BE,2024-12-22,8.41,4.71,12.83,-4.42,False,,,
BE,2024-12-23,6.47,5.33,12.87,-6.4,False,,,
BE,2024-12-24,8.24,5.56,13.14,-4.9,False,,,
BE,2024-12-25,9.93,8.65,13.14,-3.21,False,,,
BE,2024-12-26,9.21,7.03,13.11,-3.9,False,,,
BE,2024-12-27,5.33,2.95,12.85,-7.52,False,,,
BE,2024-12-28,3.54,0.72,12.79,-9.25,False,,,
BE,2024-12-29,3.75,2.14,12.46,-8.71,False,,,
BE,2024-12-30,6.14,4.64,12.25,-6.11,False,,,
BE,2024-12-31,7.36,3.61,12.21,-4.85,False,,,
BE,2025-01-01,9.04,6.87,11.98,-2.94,False,,,
BE,2025-01-02,5.59,3.23,12.21,-6.62,False,,,
BE,2025-01-03,3.33,1.17,12.21,-8.88,False,,,
BE,2025-01-04,2.3,1.03,11.98,-9.68,False,,,
BE,2025-01-05,11.67,7.38,11.9,-0.23,False,,,
BE,2025-01-06,11.78,8.69,11.81,-0.03,False,,,
BE,2025-01-07,4.05,2.79,11.68,-7.63,False,,,
BE,2025-01-08,3.31,1.45,11.41,-8.1,False,,,
BE,2025-01-09,2.25,0.85,11.37,-9.12,False,,,
BE,2025-01-10,2.28,-0.33,11.02,-8.74,False,,,
BE,2025-01-11,1.01,-1.01,10.93,-9.92,False,,,
BE,2025-01-12,3.76,1.14,10.81,-7.05,False,,,
BE,2025-01-13,3.09,-0.67,10.38,-7.29,False,,,
BE,2025-01-14,3.46,0.23,10.26,-6.8,False,,,
BE,2025-01-15,6.55,4.36,10.16,-3.61,False,,,
BE,2025-01-16,5.47,2.92,10.17,-4.7,False,,,
BE,2025-01-17,1.19,-0.18,10.16,-8.97,False,,,
BE,2025-01-18,0.65,-1.1,10.14,-9.49,False,,,
BE,2025-01-19,0.28,-1.18,10.16,-9.88,False,,,
BE,2025-01-20,0.67,-0.76,10.25,-9.58,False,,,
BE,2025-01-21,1.66,-0.34,10.37,-8.71,False,,,
BE,2025-01-22,4.8,3.03,10.62,-5.82,False,,,
BE,2025-01-23,6.37,4.99,10.62,-4.25,False,,,
BE,2025-01-24,8.91,7.54,10.81,-1.9,False,,,
BE,2025-01-25,9.5,6.38,11.14,-1.64,False,,,
BE,2025-01-26,9.75,4.26,11.31,-1.56,False,,,
BE,2025-01-27,10.79,9.01,11.31,-0.52,False,,,
BE,2025-01-28,9.1,7.71,11.31,-2.21,False,,,
BE,2025-01-29,8.86,6.99,11.29,-2.43,False,,,
BE,2025-01-30,6.73,5.09,11.31,-4.58,False,,,
BE,2025-01-31,6.05,2.89,11.29,-5.24,False,,,
BE,2025-02-01,5.59,1.49,11.24,-5.65,False,,,
BE,2025-02-02,5.27,0.61,11.29,-6.02,False,,,
BE,2025-02-03,5.43,1.6,11.3,-5.87,False,,,
BE,2025-02-04,4.13,1.96,11.25,-7.12,False,,,
BE,2025-02-05,7.87,3.65,11.06,-3.19,False,,,
BE,2025-02-06,6.26,3.85,11.03,-4.77,False,,,
BE,2025-02-07,5.04,3.52,11.48,-6.44,False,,,
BE,2025-02-08,10.62,6.0,11.78,-1.16,False,,,
BE,2025-02-09,6.07,4.43,12.02,-5.95,False,,,
BE,2025-02-10,4.01,2.37,12.04,-8.03,False,,,
BE,2025-02-11,4.54,2.9,12.23,-7.69,False,,,
BE,2025-02-12,5.41,3.44,12.23,-6.82,False,,,
BE,2025-02-13,2.68,1.37,12.29,-9.61,False,,,
BE,2025-02-14,2.38,-0.22,12.46,-10.08,False,,,
BE,2025-02-15,3.58,0.5,13.02,-9.44,False,,,
BE,2025-02-16,3.05,0.4,13.07,-10.02,False,,,
BE,2025-02-17,3.52,-0.59,13.15,-9.63,False,,,
BE,2025-02-18,4.15,-0.29,13.25,-9.1,False,,,
BE,2025-02-19,6.8,2.51,13.49,-6.69,False,,,
BE,2025-02-20,11.52,8.27,13.54,-2.02,False,,,
BE,2025-02-21,17.48,13.44,13.51,3.97,True,,,
BE,2025-02-22,13.15,10.55,13.51,-0.36,False,,,
BE,2025-02-23,13.89,9.85,13.21,0.68,True,,,
BE,2025-02-24,11.76,10.39,13.15,-1.39,False,,,
BE,2025-02-25,11.73,8.18,13.12,-1.39,False,,,
BE,2025-02-26,9.77,6.68,12.96,-3.19,False,,,
BE,2025-02-27,7.21,5.11,13.12,-5.91,False,,,
BE,2025-02-28,7.76,5.18,13.21,-5.45,False,,,
BE,2025-03-01,6.59,3.11,13.45,-6.86,False,,,
BE,2025-03-02,8.37,3.62,13.95,-5.58,False,,,
BE,2025-03-03,10.09,4.13,14.52,-4.43,False,,,
BE,2025-03-04,11.57,5.24,14.55,-2.98,False,,,
BE,2025-03-05,14.43,7.34,14.55,-0.12,False,,,
BE,2025-03-06,16.07,9.85,14.74,1.33,True,,,
BE,2025-03-07,16.88,11.03,14.78,2.1,True,,,
BE,2025-03-08,18.25,11.48,15.16,3.09,True,,,
BE,2025-03-09,18.05,11.21,15.29,2.76,True,,,
BE,2025-03-10,16.19,10.2,15.6,0.59,True,,,
BE,2025-03-11,7.72,5.62,15.64,-7.92,False,,,
BE,2025-03-12,7.93,4.04,15.8,-7.87,False,,,
BE,2025-03-13,7.17,3.22,16.07,-8.9,False,,,
BE,2025-03-14,6.43,2.92,16.2,-9.77,False,,,
BE,2025-03-15,6.36,2.91,16.24,-9.88,False,,,
BE,2025-03-16,9.26,4.25,16.21,-6.95,False,,,
BE,2025-03-17,9.11,5.39,16.2,-7.09,False,,,
BE,2025-03-18,10.66,4.75,16.07,-5.41,False,,,
BE,2025-03-19,16.86,9.15,16.07,0.79,True,,,
BE,2025-03-20,17.9,11.33,16.24,1.66,True,,,
BE,2025-03-21,20.06,13.36,16.27,3.79,True,,,
BE,2025-03-22,16.52,13.74,16.55,-0.03,False,,,
BE,2025-03-23,15.33,11.84,16.91,-1.58,False,,,
BE,2025-03-24,15.24,10.07,17.16,-1.92,False,,,
BE,2025-03-25,13.96,8.68,17.38,-3.42,False,,,
BE,2025-03-26,11.6,8.77,17.48,-5.88,False,,,
BE,2025-03-27,14.19,8.41,17.9,-3.71,False,,,
BE,2025-03-28,12.0,7.89,17.79,-5.79,False,,,
BE,2025-03-29,11.89,8.21,18.01,-6.12,False,,,
BE,2025-03-30,12.48,9.49,18.34,-5.86,False,,,
BE,2025-03-31,12.7,8.48,19.06,-6.36,False,,,
BE,2025-04-01,13.78,8.48,19.28,-5.5,False,,,
BE,2025-04-02,17.25,11.51,19.52,-2.27,False,,,
BE,2025-04-03,20.55,14.52,19.88,0.67,True,,,
BE,2025-04-04,23.2,15.9,19.94,3.26,True,,,
BE,2025-04-05,19.05,13.29,20.39,-1.34,False,,,
BE,2025-04-06,14.13,9.77,20.44,-6.31,False,,,
BE,2025-04-07,14.12,8.79,20.18,-6.06,False,,,
BE,2025-04-08,17.26,10.86,20.15,-2.89,False,,,
BE,2025-04-09,14.79,9.36,20.18,-5.39,False,,,
BE,2025-04-10,14.04,9.42,20.18,-6.14,False,,,
BE,2025-04-11,18.17,10.95,20.21,-2.04,False,,,
BE,2025-04-12,24.68,16.18,20.39,4.29,True,,,
BE,2025-04-13,16.99,13.66,20.51,-3.52,False,,,
BE,2025-04-14,17.75,13.08,20.79,-3.04,False,,,
BE,2025-04-15,18.56,14.91,21.06,-2.5,False,,,
BE,2025-04-16,12.78,10.85,21.06,-8.28,False,,,
BE,2025-04-17,13.29,10.09,21.46,-8.17,False,,,
BE,2025-04-18,16.05,11.11,21.49,-5.44,False,,,
BE,2025-04-19,17.27,12.01,21.47,-4.2,False,,,
BE,2025-04-20,16.83,11.73,20.94,-4.11,False,,,
BE,2025-04-21,15.85,11.92,20.94,-5.09,False,,,
BE,2025-04-22,16.42,12.3,21.32,-4.9,False,,,
BE,2025-04-23,12.86,11.05,21.32,-8.46,False,,,
BE,2025-04-24,13.7,10.78,21.47,-7.77,False,,,
BE,2025-04-25,15.66,11.42,21.52,-5.86,False,,,
BE,2025-04-26,18.38,12.28,21.47,-3.09,False,,,
BE,2025-04-27,20.55,14.57,21.32,-0.77,False,,,
BE,2025-04-28,21.54,15.56,20.97,0.57,True,,,
BE,2025-04-29,24.24,17.53,20.97,3.27,True,,,
BE,2025-04-30,26.63,19.73,20.85,5.78,True,,,
BE,2025-05-01,28.96,22.05,20.97,7.99,True,,,
BE,2025-05-02,26.92,20.97,21.85,5.07,True,,,
BE,2025-05-03,21.3,15.13,21.95,-0.65,False,,,
BE,2025-05-04,14.11,10.95,22.87,-8.76,False,,,
BE,2025-05-05,13.9,10.0,23.06,-9.16,False,,,
BE,2025-05-06,16.21,10.95,23.4,-7.19,False,,,
BE,2025-05-07,15.36,11.68,23.4,-8.04,False,,,
BE,2025-05-08,19.18,13.63,23.4,-4.22,False,,,
BE,2025-05-09,20.13,14.66,23.4,-3.27,False,,,
BE,2025-05-10,22.4,16.66,23.86,-1.46,False,,,
BE,2025-05-11,25.79,19.32,23.92,1.87,True,BE-2025-05-11,1,4
BE,2025-05-12,25.5,19.75,23.96,1.54,True,BE-2025-05-11,2,4
BE,2025-05-13,24.85,19.03,24.0,0.85,True,BE-2025-05-11,3,4
BE,2025-05-14,24.08,17.09,24.0,0.08,True,BE-2025-05-11,4,4
BE,2025-05-15,17.98,13.74,24.02,-6.04,False,,,
BE,2025-05-16,17.83,12.61,23.96,-6.13,False,,,
BE,2025-05-17,19.44,13.92,23.61,-4.17,False,,,
BE,2025-05-18,16.53,13.07,23.61,-7.08,False,,,
BE,2025-05-19,22.41,16.16,23.61,-1.2,False,,,
BE,2025-05-20,23.19,16.85,23.61,-0.42,False,,,
BE,2025-05-21,19.88,13.74,23.72,-3.84,False,,,
BE,2025-05-22,14.76,11.7,23.97,-9.21,False,,,
BE,2025-05-23,14.45,11.14,24.02,-9.57,False,,,
BE,2025-05-24,16.0,12.61,24.08,-8.08,False,,,
BE,2025-05-25,19.57,16.15,24.45,-4.88,False,,,
